period,omit_geo,a_CMUR_TERR,b_DMC_TERR,c_RMC_TERR,d_CMUR_CFOOT,e_DMC_CFOOT,f_RMC_CFOOT,D1_b_minus_a,D2_c_minus_b,D3_f_minus_c,D_TOTAL_f_minus_a,I1_construct_x_climate,I2_scope_x_climate,identity_D_sum_error,influence__D1_b_minus_a,influence__D2_c_minus_b,influence__D3_f_minus_c,influence__D_TOTAL_f_minus_a,influence__I1_construct_x_climate,influence__I2_scope_x_climate
EARLY_2010_2016,PT,-0.23392614227122144,0.31008547008547005,0.5131623931623931,-0.16381669904665946,0.4721367521367521,0.671111111111111,0.5440116123566915,0.20307692307692304,0.1579487179487179,0.9050372533823324,0.09194183882672002,-0.004102564102564155,0.0,-0.07810174266161585,-0.018705738705738717,0.09174603174603185,-0.005061449621322711,0.12782523386062505,0.005323565323565427
EARLY_2010_2016,RO,-0.25483157108344023,0.2246153846153846,0.4147008547008547,-0.25791007328444826,0.4741880341880342,0.6663247863247863,0.47944695569882484,0.1900854700854701,0.2516239316239316,0.9211563574082265,0.25265115177365755,0.002051282051282022,0.0,-0.013537086003749199,-0.005714285714285783,-0.0019291819291818446,-0.021180553647216827,-0.03288407908631247,-0.0008302808302807496
EARLY_2010_2016,SK,-0.20451437584530766,0.25196581196581197,0.4605128205128205,-0.1980164274488848,0.4981196581196581,0.6916239316239315,0.45648018781111965,0.20854700854700853,0.23111111111111104,0.8961383074692392,0.23965589775742324,-0.015042735042735067,1.1102230246251565e-16,0.009429681883955987,-0.0241758241758242,0.018583638583638706,0.003837496291770548,-0.019888825070078164,0.01626373626373634
EARLY_2010_2016,SI,-0.23088766507560024,0.24786324786324784,0.43316239316239313,-0.21241665186955222,0.47350427350427343,0.6635897435897435,0.4787509129388481,0.1852991452991453,0.2304273504273504,0.8944774086653438,0.20717001243497757,0.004786324786324819,0.0,-0.012841043243772443,-0.0009279609279609635,0.019267399267399343,0.005498395095665964,0.012597060252367509,-0.003565323565323547
EARLY_2010_2016,ES,-0.21788954467134422,0.2526495726495726,0.45777777777777773,-0.13511204104424016,0.4666666666666667,0.6663247863247863,0.4705391173209168,0.20512820512820512,0.20854700854700858,0.8842143309961306,0.13123959038999,-0.005470085470085484,-1.1102230246251565e-16,-0.00462924762584116,-0.020757020757020794,0.04114774114774117,0.01576147276487916,0.08852748229735508,0.006691086691086756
EARLY_2010_2016,SE,-0.15768772385163218,0.31145299145299143,0.5015384615384615,-0.15837183545185618,0.5261538461538461,0.7278632478632477,0.46914071530462365,0.19008547008547005,0.22632478632478625,0.88555097171488,0.21538496630107862,0.011623931623931605,0.0,-0.0032308456095480054,-0.005714285714285727,0.023369963369963498,0.014424832046129765,0.00438210638626646,-0.010402930402930333
LATE_2017_2023,AT,0.09948717948717947,0.6054700854700855,0.4133333333333333,0.08376068376068375,0.4516239316239316,0.4215384615384615,0.5059829059829061,-0.19213675213675224,0.008205128205128198,0.322051282051282,-0.1381196581196582,0.1620512820512821,5.551115123125783e-17,0.00012210012210001064,0.012649572649572727,-0.0008791208791207872,0.011892551892552006,0.0044200244200245375,-0.01492063492063489
LATE_2017_2023,BE,0.08854700854700855,0.6082051282051281,0.4133333333333333,0.09606837606837607,0.47008547008547,0.4140170940170939,0.5196581196581195,-0.1948717948717948,0.0006837606837606369,0.3254700854700854,-0.14564102564102555,0.13880341880341868,-5.551115123125783e-17,-0.013553113553113394,0.015384615384615274,0.006642246642246774,0.008473748473748599,0.011941391941391877,0.008327228327228542
LATE_2017_2023,BG,0.10153846153846154,0.576068376068376,0.40170940170940167,0.11042735042735041,0.4092307692307692,0.38051282051282054,0.4745299145299145,-0.17435897435897435,-0.021196581196581132,0.278974358974359,-0.17572649572649574,0.1456410256410257,0.0,0.031575091575091585,-0.0051282051282051655,0.028522588522588543,0.05496947496947496,0.042026862026862066,0.0014896214896215065
LATE_2017_2023,HR,0.1282051282051282,0.5555555555555555,0.4058119658119658,0.12136752136752137,0.3976068376068376,0.41538461538461535,0.4273504273504273,-0.14974358974358964,0.009572649572649528,0.28717948717948716,-0.15111111111111103,0.16752136752136737,0.0,0.07875457875457881,-0.02974358974358987,-0.0022466422466421165,0.04676434676434682,0.01741147741147736,-0.020390720390720152
