period,analysis_label,geo,spec,estimator,cmur_mode,years,n_years,CMUR,DMC,RMC,TERR,CFOOT
FULL_2010_2023,primary,IT,primary_common_pc,OLS,pp,2010-2023,14,0.7171428571428538,0.02003686369231924,0.02093966759428749,0.020146935299358265,0.017881971303197436
FULL_2010_2023,primary,LV,primary_common_pc,OLS,pp,2010-2023,14,0.2523076923076921,-0.03295908842362544,-0.024272626724510603,-0.001000725166579304,0.0012409120117897348
FULL_2010_2023,primary,LT,primary_common_pc,OLS,pp,2010-2023,14,0.03824175824175798,-0.04005448658649732,-0.03206167335134362,0.0004127644641793589,0.01081882926212872
FULL_2010_2023,primary,LU,primary_common_pc,OLS,pp,2010-2023,14,-0.8375824175824199,-0.0030602521826157444,0.027145523207688572,0.050093726601678795,0.035380830483410376
FULL_2010_2023,primary,MT,primary_common_pc,OLS,pp,2010-2023,14,1.3257142857142679,-0.023877374640156778,-0.0003570843477145931,0.054187613383168014,0.028366751892984626
FULL_2010_2023,primary,NL,primary_common_pc,OLS,pp,2010-2023,14,0.45054945054944767,0.026007410310468566,0.003597229465914424,0.030139933368492296,0.018822978045313746
FULL_2010_2023,primary,PL,primary_common_pc,OLS,pp,2010-2023,14,-0.36395604395603964,-0.0019196544057532377,-0.00016009954325885888,0.0034588260030328478,0.005212576076533233
FULL_2010_2023,primary,PT,primary_common_pc,OLS,pp,2010-2023,14,0.08813186813186737,0.007385208823302788,0.006092576466455337,0.01762681491703847,0.015139292261103967
FULL_2010_2023,primary,RO,primary_common_pc,OLS,pp,2010-2023,14,-0.12659340659340632,-0.05230471571031686,-0.05340112362272547,0.006613004340756272,-0.012304001231243063
FULL_2010_2023,primary,SK,primary_common_pc,OLS,pp,2010-2023,14,0.5760439560439484,0.00783179907079106,-0.0069949148822003974,0.015571420247718662,0.003056835112745005
FULL_2010_2023,primary,SI,primary_common_pc,OLS,pp,2010-2023,14,0.1591208791208812,-0.002727495779910215,0.0005081196830302513,0.0211437657061086,0.01246590442187579
FULL_2010_2023,primary,ES,primary_common_pc,OLS,pp,2010-2023,14,-0.05252747252747259,0.01214924095673572,0.009987398845510774,0.021724565554501665,0.012969422003911591
FULL_2010_2023,primary,SE,primary_common_pc,OLS,pp,2010-2023,14,0.2116483516483485,-0.005676395673856235,0.003388192634036226,0.034294721825684965,0.035812901260521536
FULL_2010_2023,published_pc,AT,published_pc,OLS,pp,2010-2023,14,0.46197802197801874,0.007097122062158515,0.008482996312290408,0.017246153157414776,0.013970807571215767
FULL_2010_2023,published_pc,BE,published_pc,OLS,pp,2010-2023,14,0.5338461538461536,0.00979150747722098,0.01779588352350695,0.02156940458718597,0.020371231358711474
FULL_2010_2023,published_pc,BG,published_pc,OLS,pp,2010-2023,14,0.21692307692307616,-0.02838658296607518,-0.04162862184701227,0.003234456975640316,-0.007095710358807078
FULL_2010_2023,published_pc,HR,published_pc,OLS,pp,2010-2023,14,0.32131868131868024,-0.016980147319859792,-0.014981391442280386,-0.0017383830551758734,-0.011419154744320975
FULL_2010_2023,published_pc,CY,published_pc,OLS,pp,2010-2023,14,0.36219780219779746,0.008994564490173074,0.009799840003977317,0.01007346018869598,0.013757453098279495
FULL_2010_2023,published_pc,CZ,published_pc,OLS,pp,2010-2023,14,0.6156043956043893,0.0037640305189064315,-0.001964516945031735,0.019949780239615324,0.012708188918847927
FULL_2010_2023,published_pc,DK,published_pc,OLS,pp,2010-2023,14,0.10725274725274421,-0.006219180461105,-0.014467242098705072,0.038805253950347084,0.019577182348981554
FULL_2010_2023,published_pc,EE,published_pc,OLS,pp,2010-2023,14,0.603516483516483,-0.0010256832821503236,-0.0033592315539861467,0.052714030807217316,0.023468284884257503
FULL_2010_2023,published_pc,FI,published_pc,OLS,pp,2010-2023,14,-0.5380219780219733,0.006860619396910617,0.009345556939972629,0.040107339365799244,0.03209816402494724
FULL_2010_2023,published_pc,FR,published_pc,OLS,pp,2010-2023,14,-0.11714285714285537,0.007872488338006222,0.007787856004298968,0.02445411892955524,0.020946039780531885
FULL_2010_2023,published_pc,DE,published_pc,OLS,pp,2010-2023,14,0.21274725274724973,0.015031773992916641,-0.001949147456416183,0.026181843777483324,0.01993792508801741
FULL_2010_2023,published_pc,EL,published_pc,OLS,pp,2010-2023,14,0.3206593406593357,0.03465473062635242,0.03272525282855982,0.033055609878194274,0.029051390552861912
FULL_2010_2023,published_pc,HU,published_pc,OLS,pp,2010-2023,14,0.009450549450550178,-0.03523713571307632,-0.04918961069369005,0.0017113470189211292,-0.005209878105024892
FULL_2010_2023,published_pc,IE,published_pc,OLS,pp,2010-2023,14,-0.0021978021978023283,-0.009075698819204423,-0.0194932701730018,0.013577541283418927,-0.009143061461963009
FULL_2010_2023,published_pc,IT,published_pc,OLS,pp,2010-2023,14,0.7171428571428538,0.020037729425008147,0.020942068869405726,0.0199096440719708,0.017881969880755577
FULL_2010_2023,published_pc,LV,published_pc,OLS,pp,2010-2023,14,0.2523076923076921,-0.03295709518838562,-0.02427065167889459,-0.0013968628462793298,0.0011340446152211681
FULL_2010_2023,published_pc,LT,published_pc,OLS,pp,2010-2023,14,0.03824175824175798,-0.040054377575030504,-0.03206147936285872,0.0006979421543895716,0.010818829432161246
FULL_2010_2023,published_pc,LU,published_pc,OLS,pp,2010-2023,14,-0.8375824175824199,-0.0030606634573494664,0.027145169945390207,0.05008559562264412,0.03538083073234517
FULL_2010_2023,published_pc,MT,published_pc,OLS,pp,2010-2023,14,1.3257142857142679,-0.023877718206439334,-0.0003572568191055531,0.054462433739708244,0.02836675105448669
FULL_2010_2023,published_pc,NL,published_pc,OLS,pp,2010-2023,14,0.45054945054944767,0.02600426765780708,0.0036012470906129934,0.029663790032640275,0.018822980239472337
FULL_2010_2023,published_pc,PL,published_pc,OLS,pp,2010-2023,14,-0.36395604395603964,-0.0019194990627814021,-0.00016022512637833434,0.003382002161239776,0.00521257480611139
FULL_2010_2023,published_pc,PT,published_pc,OLS,pp,2010-2023,14,0.08813186813186737,0.005356951483939882,0.006091731935724166,0.01576129596253918,0.013192280029487783
FULL_2010_2023,published_pc,RO,published_pc,OLS,pp,2010-2023,14,-0.12659340659340632,-0.052304078981126025,-0.05340033076499703,0.006446041698695054,-0.012305685434421367
FULL_2010_2023,published_pc,SK,published_pc,OLS,pp,2010-2023,14,0.5760439560439484,0.007832972368611558,-0.006994853915434612,0.015421023860369622,0.0030568323117869628
FULL_2010_2023,published_pc,SI,published_pc,OLS,pp,2010-2023,14,0.1591208791208812,-0.00272677569369893,0.0005083164237397577,0.021169196192592787,0.01246590446007077
FULL_2010_2023,published_pc,ES,published_pc,OLS,pp,2010-2023,14,-0.05252747252747259,0.012149102905756527,0.00998692844526884,0.021755323713706042,0.012969423808738874
FULL_2010_2023,published_pc,SE,published_pc,OLS,pp,2010-2023,14,0.2116483516483485,-0.005675804150600624,0.0033882051764412605,0.03423529226459173,0.03581290373136886
FULL_2010_2023,common_log_CMUR,AT,primary_common_pc,OLS,log,2010-2023,14,0.047195670738339655,0.007097422628061817,0.008482036489129338,0.017199226731731142,0.013970808105932781
FULL_2010_2023,common_log_CMUR,BE,primary_common_pc,OLS,log,2010-2023,14,0.029821545641498214,0.009791138573222145,0.01779476480303815,0.02182785221156428,0.02035528291314555
FULL_2010_2023,common_log_CMUR,BG,primary_common_pc,OLS,log,2010-2023,14,0.0688460500954781,-0.0283877847637859,-0.041630092820472,0.003256955452647425,-0.0070957069805913575
FULL_2010_2023,common_log_CMUR,HR,primary_common_pc,OLS,log,2010-2023,14,0.08176280595045027,-0.01697912756524536,-0.014983230303764552,-0.0016257853532976195,-0.011419157556648204
FULL_2010_2023,common_log_CMUR,CY,primary_common_pc,OLS,log,2010-2023,14,0.0972873256908454,0.00899470822666715,0.009800759612686285,0.009945842711918151,0.01378443269023849
FULL_2010_2023,common_log_CMUR,CZ,primary_common_pc,OLS,log,2010-2023,14,0.07218359851379036,0.003762111151553908,-0.001964523688753195,0.01954572533650457,0.012708189290676014
FULL_2010_2023,common_log_CMUR,DK,primary_common_pc,OLS,log,2010-2023,14,0.013546267707021714,-0.006219357714132252,-0.014468595974970036,0.03879163332152221,0.019577181381902786
FULL_2010_2023,common_log_CMUR,EE,primary_common_pc,OLS,log,2010-2023,14,0.04030177225532902,-0.001025394931605949,-0.0033610115355586796,0.052530181472397616,0.023471438086121718
FULL_2010_2023,common_log_CMUR,FI,primary_common_pc,OLS,log,2010-2023,14,-0.08045422613401405,0.006860744976206743,0.009345462115101549,0.04033429677525207,0.032098163868715016
FULL_2010_2023,common_log_CMUR,FR,primary_common_pc,OLS,log,2010-2023,14,-0.007047664303181262,0.007869524443668204,0.007787615803104178,0.02416055218030393,0.021069062886092733
FULL_2010_2023,common_log_CMUR,DE,primary_common_pc,OLS,log,2010-2023,14,0.017488019925703587,0.015034131305449708,-0.0019495145033434386,0.026142977049978644,0.019937922640967436
FULL_2010_2023,common_log_CMUR,EL,primary_common_pc,OLS,log,2010-2023,14,0.09825620003119503,0.034654679128397016,0.03272631622576255,0.032822931306744206,0.028654475040789728
FULL_2010_2023,common_log_CMUR,HU,primary_common_pc,OLS,log,2010-2023,14,0.0007567668640474388,-0.03523712768131087,-0.04918988512444411,0.0019828200240636687,-0.005111004790200879
FULL_2010_2023,common_log_CMUR,IE,primary_common_pc,OLS,log,2010-2023,14,-0.0010601390275083522,-0.009075523420293795,-0.01949396419488649,0.01371766319713161,-0.009143064281672716
FULL_2010_2023,common_log_CMUR,IT,primary_common_pc,OLS,log,2010-2023,14,0.044883847638858256,0.02003686369231924,0.02093966759428749,0.020146935299358265,0.017881971303197436
FULL_2010_2023,common_log_CMUR,LV,primary_common_pc,OLS,log,2010-2023,14,0.08429641392910307,-0.03295908842362544,-0.024272626724510603,-0.001000725166579304,0.0012409120117897348
FULL_2010_2023,common_log_CMUR,LT,primary_common_pc,OLS,log,2010-2023,14,0.010195321102711036,-0.04005448658649732,-0.03206167335134362,0.0004127644641793589,0.01081882926212872
FULL_2010_2023,common_log_CMUR,LU,primary_common_pc,OLS,log,2010-2023,14,-0.0575972360865102,-0.0030602521826157444,0.027145523207688572,0.050093726601678795,0.035380830483410376
FULL_2010_2023,common_log_CMUR,MT,primary_common_pc,OLS,log,2010-2023,14,0.13118527197892543,-0.023877374640156778,-0.0003570843477145931,0.054187613383168014,0.028366751892984626
FULL_2010_2023,common_log_CMUR,NL,primary_common_pc,OLS,log,2010-2023,14,0.01637645586895879,0.026007410310468566,0.003597229465914424,0.030139933368492296,0.018822978045313746
FULL_2010_2023,common_log_CMUR,PL,primary_common_pc,OLS,log,2010-2023,14,-0.03956511302642062,-0.0019196544057532377,-0.00016009954325885888,0.0034588260030328478,0.005212576076533233
FULL_2010_2023,common_log_CMUR,PT,primary_common_pc,OLS,log,2010-2023,14,0.036376966115610136,0.007385208823302788,0.006092576466455337,0.01762681491703847,0.015139292261103967
FULL_2010_2023,common_log_CMUR,RO,primary_common_pc,OLS,log,2010-2023,14,-0.060026794367571384,-0.05230471571031686,-0.05340112362272547,0.006613004340756272,-0.012304001231243063
FULL_2010_2023,common_log_CMUR,SK,primary_common_pc,OLS,log,2010-2023,14,0.08022034240298062,0.00783179907079106,-0.0069949148822003974,0.015571420247718662,0.003056835112745005
FULL_2010_2023,common_log_CMUR,SI,primary_common_pc,OLS,log,2010-2023,14,0.019831032636286095,-0.002727495779910215,0.0005081196830302513,0.0211437657061086,0.01246590442187579
FULL_2010_2023,common_log_CMUR,ES,primary_common_pc,OLS,log,2010-2023,14,-0.005318799145240852,0.01214924095673572,0.009987398845510774,0.021724565554501665,0.012969422003911591
FULL_2010_2023,common_log_CMUR,SE,primary_common_pc,OLS,log,2010-2023,14,0.02300551738667501,-0.005676395673856235,0.003388192634036226,0.034294721825684965,0.035812901260521536
FULL_2010_2023,Theil_Sen,AT,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.4750000000000001,0.005761144830351039,0.01051229708022554,0.0173002448871523,0.015614656539303606
FULL_2010_2023,Theil_Sen,BE,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.5500000000000002,0.010757571516988232,0.016789787027979397,0.020991977944609424,0.0208536396343475
FULL_2010_2023,Theil_Sen,BG,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.2250000000000001,-0.030149547978922515,-0.04389924484950649,0.0005003975827383803,-0.0047468498552219185
FULL_2010_2023,Theil_Sen,HR,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.3,-0.020883900242398168,-0.014784268057982417,-0.0039954749844342,-0.013937127231674173
FULL_2010_2023,Theil_Sen,CY,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.25,-0.0035248796220022083,-0.007270020366898766,0.011202205157988013,0.0099943513471078
FULL_2010_2023,Theil_Sen,CZ,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.6166666666666666,0.0014176133888792464,-0.0027936393301055684,0.01899903854092866,0.012945045669146449
FULL_2010_2023,Theil_Sen,DK,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.10000000000000053,-0.007149088190237051,-0.011328388043222079,0.03910302444401986,0.019208217834763616
FULL_2010_2023,Theil_Sen,EE,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.6888888888888888,-0.001107305576218702,-0.004080596534075165,0.04771364635663122,0.016100049077529942
FULL_2010_2023,Theil_Sen,FI,primary_common_pc,THEIL_SEN,pp,2010-2023,14,-0.45454545454545453,0.008664410198838957,0.009082547073834565,0.040548510114815244,0.0334084791608566
FULL_2010_2023,Theil_Sen,FR,primary_common_pc,THEIL_SEN,pp,2010-2023,14,-0.07000000000000028,0.008143561871087036,0.0076853295550244815,0.02284871898057563,0.020191891286937436
FULL_2010_2023,Theil_Sen,DE,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.19999999999999987,0.015302716454256515,-0.0017155125754990876,0.024908561032386256,0.01924940418774122
FULL_2010_2023,Theil_Sen,EL,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.35714285714285715,0.03434388151508862,0.03070382600072652,0.03168173747235695,0.028297700563302868
FULL_2010_2023,Theil_Sen,HU,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.012499999999999956,-0.03603732066032124,-0.04691108676518274,0.0006582312359517672,-0.004162847889565641
FULL_2010_2023,Theil_Sen,IE,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.0,-0.010392056203006353,-0.021301950206882747,0.012597167590182671,-0.006347966616974565
FULL_2010_2023,Theil_Sen,IT,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.6599999999999999,0.010541614752564174,0.016193652312069373,0.018808846619902342,0.01459094936874687
FULL_2010_2023,Theil_Sen,LV,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.21000000000000002,-0.03629693428319566,-0.02343256104286853,-0.0007618466144185013,0.0022829725689116342
FULL_2010_2023,Theil_Sen,LT,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.03333333333333336,-0.04064651325673414,-0.033135345785789805,-0.0023915704661008025,0.011119086315068551
FULL_2010_2023,Theil_Sen,LU,primary_common_pc,THEIL_SEN,pp,2010-2023,14,-0.8083333333333335,-0.0032252231610390703,0.02607450419267478,0.052193527119330195,0.03500763350148159
FULL_2010_2023,Theil_Sen,MT,primary_common_pc,THEIL_SEN,pp,2010-2023,14,1.2999999999999998,-0.02014580200306217,-0.0002379829771270714,0.04947716975127662,0.029729665918151894
FULL_2010_2023,Theil_Sen,NL,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.45000000000000046,0.02562871362556418,0.001602743687888264,0.029970422717191397,0.017339151173795697
FULL_2010_2023,Theil_Sen,PL,primary_common_pc,THEIL_SEN,pp,2010-2023,14,-0.40000000000000036,-0.004360835584549694,-0.0018417923701570804,0.003999619438531443,0.006270259140034406
FULL_2010_2023,Theil_Sen,PT,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.09090909090909088,0.007941866671348607,0.004977149257095232,0.017412548810657368,0.015025365165248954
FULL_2010_2023,Theil_Sen,RO,primary_common_pc,THEIL_SEN,pp,2010-2023,14,-0.10000000000000009,-0.048749398871249114,-0.05296042848567524,0.006218812707567678,-0.015317126044309681
FULL_2010_2023,Theil_Sen,SK,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.53,0.009139009507802292,-0.006608235430712576,0.015490998888041174,0.002122074900432702
FULL_2010_2023,Theil_Sen,SI,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.125,-0.00954360333219908,-0.002262802384309845,0.02187868672962623,0.010661801611159039
FULL_2010_2023,Theil_Sen,ES,primary_common_pc,THEIL_SEN,pp,2010-2023,14,-0.050000000000000044,0.00192546241843079,-0.0021173614969542064,0.020770835079132133,0.01282290073629988
FULL_2010_2023,Theil_Sen,SE,primary_common_pc,THEIL_SEN,pp,2010-2023,14,0.06666666666666672,-0.008285861591732205,0.0035993592291192478,0.03269231721953303,0.0347236036998857
FULL_2010_2023,total_scale,AT,total_scale,OLS,pp,2010-2023,14,0.46197802197801874,0.00022682784521241143,0.0016114417062804633,0.010328631948881848,0.0071002133230834074
FULL_2010_2023,total_scale,BE,total_scale,OLS,pp,2010-2023,14,0.5338461538461536,0.00449272057094943,0.012496346800765345,0.0165294342092917,0.015056864910872799
FULL_2010_2023,total_scale,BG,total_scale,OLS,pp,2010-2023,14,0.21692307692307616,-0.01668409260295342,-0.029926400659639637,0.014960647613480075,0.004607985180240979
FULL_2010_2023,total_scale,HR,total_scale,OLS,pp,2010-2023,14,0.32131868131868024,-0.0072813591566536304,-0.005285461895172726,0.008071983055293944,-0.001721389148056479
FULL_2010_2023,total_scale,CY,total_scale,OLS,pp,2010-2023,14,0.36219780219779746,-0.0002480566635295526,0.0005579947224890762,0.0007030778217209195,0.004541667800041506
FULL_2010_2023,total_scale,CZ,total_scale,OLS,pp,2010-2023,14,0.6156043956043893,0.001849638342423488,-0.003876996497884056,0.01763325252737363,0.010795716481545365
FULL_2010_2023,total_scale,DK,total_scale,OLS,pp,2010-2023,14,0.10725274725274421,-0.011573535128818962,-0.01982277338965696,0.033437455906835396,0.014223003967215733
FULL_2010_2023,total_scale,EE,total_scale,OLS,pp,2010-2023,14,0.603516483516483,-0.002631140559092597,-0.004966757163045215,0.050924435844911,0.021865692458635084
FULL_2010_2023,total_scale,FI,total_scale,OLS,pp,2010-2023,14,-0.5380219780219733,0.0040863036811046635,0.006571020819999583,0.03755985548014984,0.029323722573613
FULL_2010_2023,total_scale,FR,total_scale,OLS,pp,2010-2023,14,-0.11714285714285537,0.0037344890648070166,0.0036525804242427172,0.02002551680144257,0.016934027507231338
FULL_2010_2023,total_scale,DE,total_scale,OLS,pp,2010-2023,14,0.21274725274724973,0.012121505538975577,-0.0048621402698175165,0.023230351283504255,0.017025296874493126
FULL_2010_2023,total_scale,EL,total_scale,OLS,pp,2010-2023,14,0.3206593406593357,0.03992501896250074,0.037996656059866324,0.03809327114084792,0.0339248148748936
FULL_2010_2023,total_scale,HU,total_scale,OLS,pp,2010-2023,14,0.009450549450550178,-0.032112039254449554,-0.04606479669758258,0.005107908450925074,-0.0019859163633393767
FULL_2010_2023,total_scale,IE,total_scale,OLS,pp,2010-2023,14,-0.0021978021978023283,-0.020997438375798753,-0.031415879150391575,0.0017957482416266928,-0.02106497923717793
FULL_2010_2023,total_scale,IT,total_scale,OLS,pp,2010-2023,14,0.7171428571428538,0.021576315101799606,0.022479119003767575,0.021686386708837824,0.01942142271267748
FULL_2010_2023,total_scale,LV,total_scale,OLS,pp,2010-2023,14,0.2523076923076921,-0.024743616831730045,-0.01605715513261494,0.007214746425316193,0.009456383603685416
FULL_2010_2023,total_scale,LT,total_scale,OLS,pp,2010-2023,14,0.03824175824175798,-0.033511905042040276,-0.02551909180688699,0.0069553460086364495,0.017361410806585657
FULL_2010_2023,total_scale,LU,total_scale,OLS,pp,2010-2023,14,-0.8375824175824199,-0.024119211352719445,0.006086564037585335,0.02903476743157524,0.014321871313306618
FULL_2010_2023,total_scale,MT,total_scale,OLS,pp,2010-2023,14,1.3257142857142679,-0.047398775631807624,-0.02387848533936553,0.030666212391517105,0.0048453509013335365
FULL_2010_2023,total_scale,NL,total_scale,OLS,pp,2010-2023,14,0.45054945054944767,0.020594664899140816,-0.0018155159454131208,0.024727187957164744,0.013410232633986054
FULL_2010_2023,total_scale,PL,total_scale,OLS,pp,2010-2023,14,-0.36395604395603964,0.0007175195418592251,0.0024770744043532164,0.00609599995064529,0.00784975002414566
FULL_2010_2023,total_scale,PT,total_scale,OLS,pp,2010-2023,14,0.08813186813186737,0.006115084910293242,0.004822452553446007,0.01635669100402901,0.013869168348094745
FULL_2010_2023,total_scale,RO,total_scale,OLS,pp,2010-2023,14,-0.12659340659340632,-0.04728937259525959,-0.04838578050766825,0.011628347455813176,-0.007288658116186024
FULL_2010_2023,total_scale,SK,total_scale,OLS,pp,2010-2023,14,0.5760439560439484,0.0071201194641410896,-0.007706594488850024,0.014859740641068665,0.0023451555060953404
FULL_2010_2023,total_scale,SI,total_scale,OLS,pp,2010-2023,14,0.1591208791208812,-0.0053723535459626265,-0.0021367380830225845,0.01849890794005573,0.009821046655823097
FULL_2010_2023,total_scale,ES,total_scale,OLS,pp,2010-2023,14,-0.05252747252747259,0.009806864148577532,0.007645022037353019,0.019382188746343655,0.010627045195753438
FULL_2010_2023,total_scale,SE,total_scale,OLS,pp,2010-2023,14,0.2116483516483485,-0.01538466144726013,-0.006320073139367576,0.024586456052281394,0.02610463548711804
EARLY_2010_2016,primary,AT,primary_common_pc,OLS,pp,2010-2016,7,0.9249999999999999,0.013807524020188509,0.009501191041454589,0.018671442171694298,0.027695309321398975
EARLY_2010_2016,primary,BE,primary_common_pc,OLS,pp,2010-2016,7,0.7607142857142734,0.016798535137933366,0.0008500488682849596,0.023945513152748905,0.027542810498436574
EARLY_2010_2016,primary,BG,primary_common_pc,OLS,pp,2010-2016,7,0.36071428571429476,-0.03575788188205773,-0.032609884962587675,-0.003226589656094937,0.012941222756645956
EARLY_2010_2016,primary,HR,primary_common_pc,OLS,pp,2010-2016,7,0.5249999999999907,0.007409384904032175,0.0009873446305497988,0.017455617578471243,0.026044137459767865
EARLY_2010_2016,primary,CY,primary_common_pc,OLS,pp,2010-2016,7,0.08571428571428824,0.12189757287894845,0.12448161848231509,0.021218111297046597,0.053527465999323336
EARLY_2010_2016,primary,CZ,primary_common_pc,OLS,pp,2010-2016,7,0.36071428571428854,0.006690320221123861,-0.004842432714876523,0.018113289332663395,0.0260771950218033
EARLY_2010_2016,primary,DK,primary_common_pc,OLS,pp,2010-2016,7,0.16428571428571093,-0.00898986075395552,-0.024092271314241267,0.04286985100138148,0.024156369469584424
EARLY_2010_2016,primary,EE,primary_common_pc,OLS,pp,2010-2016,7,-0.19285714285715605,-0.008847426451106406,-0.003549792639598433,0.016270443675173774,-0.01491493161570085
EARLY_2010_2016,primary,FI,primary_common_pc,OLS,pp,2010-2016,7,-1.3214285714285712,0.027153071795514936,0.0237998502117994,0.04981160290291318,0.04060244726695751
EARLY_2010_2016,primary,FR,primary_common_pc,OLS,pp,2010-2016,7,0.3964285714285735,0.019739425451585167,0.016093277821717433,0.022571341025710283,0.028114268982251965
EARLY_2010_2016,primary,DE,primary_common_pc,OLS,pp,2010-2016,7,0.15000000000000163,0.0020441069665336985,0.005345333784642352,0.007805556484846766,0.02035134777526065
EARLY_2010_2016,primary,EL,primary_common_pc,OLS,pp,2010-2016,7,-0.07499999999999389,0.042439987512316125,0.05148723992992465,0.038632866109114955,0.0567841516968262
EARLY_2010_2016,primary,HU,primary_common_pc,OLS,pp,2010-2016,7,0.1142857142857221,-0.05610352203067414,-0.07318436098377754,0.0066546849278297186,0.02057310040552631
EARLY_2010_2016,primary,IE,primary_common_pc,OLS,pp,2010-2016,7,0.014285714285710883,0.0008303725957128176,-0.005043330155391891,0.002300450016790479,-0.01449541165787658
EARLY_2010_2016,primary,IT,primary_common_pc,OLS,pp,2010-2016,7,1.0892857142857186,0.0672892139842658,0.04880594041283686,0.03481047256134841,0.047696375991689945
EARLY_2010_2016,primary,LV,primary_common_pc,OLS,pp,2010-2016,7,0.8928571428571437,-0.03469480231560111,-0.04569481638830732,0.002301577983485965,0.0010963021190240165
EARLY_2010_2016,primary,LT,primary_common_pc,OLS,pp,2010-2016,7,0.10714285714285486,-0.03576842385780816,-0.04220057377437952,-0.003312854973053172,0.029892523040289772
EARLY_2010_2016,primary,LU,primary_common_pc,OLS,pp,2010-2016,7,-2.7107142857142623,-0.014239688054598553,0.024418478000517874,0.056357161101869425,0.031135943512770544
EARLY_2010_2016,primary,MT,primary_common_pc,OLS,pp,2010-2016,7,-0.02142857142856283,-0.10025895046115096,0.009358696086821001,0.09948097380929997,0.0683390152292528
EARLY_2010_2016,primary,NL,primary_common_pc,OLS,pp,2010-2016,7,0.7607142857143038,0.03609856074169184,0.023578420537771292,0.018022596089703375,0.02128099055195358
EARLY_2010_2016,primary,PL,primary_common_pc,OLS,pp,2010-2016,7,0.19642857142856696,0.014694392315898225,0.01685012333949882,0.008492308851858083,0.02106501420115823
EARLY_2010_2016,primary,PT,primary_common_pc,OLS,pp,2010-2016,7,0.07142857142857388,0.03615330713510629,0.03204961533342028,0.002515969886769573,0.032724045014188324
EARLY_2010_2016,primary,RO,primary_common_pc,OLS,pp,2010-2016,7,-0.2678571428571363,-0.06917792840088954,-0.06661143185810481,0.015275889045340054,0.019175245784382542
EARLY_2010_2016,primary,SK,primary_common_pc,OLS,pp,2010-2016,7,0.07142857142857365,0.011024758842726103,-0.010120902006588241,0.02138609451357539,0.025105441502097953
EARLY_2010_2016,primary,SI,primary_common_pc,OLS,pp,2010-2016,7,0.3392857142857109,0.02827505911034018,0.025422955902257554,0.028466907876836006,0.03871342149675815
EARLY_2010_2016,primary,ES,primary_common_pc,OLS,pp,2010-2016,7,-0.4607142857142742,0.060106653067576676,0.05720734977669254,0.018271512141259317,0.03401795239375433
EARLY_2010_2016,primary,SE,primary_common_pc,OLS,pp,2010-2016,7,-0.1607142857142841,-0.007141775523030207,-0.007824843181531848,0.03951382419023728,0.03349140698369337
EARLY_2010_2016,published_pc,AT,published_pc,OLS,pp,2010-2016,7,0.9249999999999999,0.013811313818833021,0.00950068254050416,0.01822437414810898,0.027695306498829335
EARLY_2010_2016,published_pc,BE,published_pc,OLS,pp,2010-2016,7,0.7607142857142734,0.016792169849110316,0.0008501673388912072,0.02414908163072921,0.02754281288085623
EARLY_2010_2016,published_pc,BG,published_pc,OLS,pp,2010-2016,7,0.36071428571429476,-0.03575266766482526,-0.03260779707189274,-0.0018348692059165707,0.012941217472900106
EARLY_2010_2016,published_pc,HR,published_pc,OLS,pp,2010-2016,7,0.5249999999999907,0.007401059738832982,0.0009934120098186174,0.018930751607846213,0.02604414432036182
EARLY_2010_2016,published_pc,CY,published_pc,OLS,pp,2010-2016,7,0.08571428571428824,0.12190089810087307,0.12448094844532598,0.022103438800772684,0.05352746766737721
EARLY_2010_2016,published_pc,CZ,published_pc,OLS,pp,2010-2016,7,0.36071428571428854,0.006684789103463326,-0.0048404293684973345,0.017936142293402235,0.026077201118101887
EARLY_2010_2016,published_pc,DK,published_pc,OLS,pp,2010-2016,7,0.16428571428571093,-0.00898565089171683,-0.024091126437672056,0.043510362017684115,0.024156367938010074
EARLY_2010_2016,published_pc,EE,published_pc,OLS,pp,2010-2016,7,-0.19285714285715605,-0.008848808920601293,-0.003547314291440783,0.016774301425634863,-0.014871535628475919
EARLY_2010_2016,published_pc,FI,published_pc,OLS,pp,2010-2016,7,-1.3214285714285712,0.027153015714730236,0.023799325309193067,0.04861021679491903,0.04060245429994579
