a_CMUR_TERR,b_DMC_TERR,c_RMC_TERR,d_CMUR_CFOOT,e_DMC_CFOOT,f_RMC_CFOOT,D1_b_minus_a,D2_c_minus_b,D3_f_minus_c,D_TOTAL_f_minus_a,I1_construct_x_climate,I2_scope_x_climate,identity_D_sum_error,years,purpose
0.11965811965811966,0.3687423687423687,0.467032967032967,0.12454212454212454,0.4896214896214896,0.6892551892551892,0.24908424908424903,0.09829059829059827,0.22222222222222227,0.5695970695970696,0.11599511599511603,0.10134310134310137,0.0,2010;2012;2014;2016;2018;2020;2022,reduce dependence on systematic CMUR odd-year gap-filling
