block_length,median,diagnostic_q025,diagnostic_q975,mean,sd,positive_bootstrap_frequency
2,0.6001221001221001,0.4786324786324786,0.7240689865689864,0.6004092168070757,0.0617664959967867,1.0
3,0.6037851037851039,0.48350122100122095,0.7234432234432234,0.6043186115451858,0.06087278139969288,1.0
