block_length,n_countries,B,cell_metric,full_grid_range_metric,a_CMUR_TERR_median,b_DMC_TERR_median,c_RMC_TERR_median,d_CMUR_CFOOT_median,e_DMC_CFOOT_median,f_RMC_CFOOT_median,minimum_of_cell_medians,minimum_cell_median_key,minimum_cell_median_label,maximum_of_cell_medians,maximum_cell_median_key,maximum_cell_median_label,full_grid_range_median,full_grid_range_diagnostic_q025,full_grid_range_diagnostic_q975,modal_minimum_cell_key,modal_minimum_cell_label,modal_minimum_cell_frequency,modal_maximum_cell_key,modal_maximum_cell_label,modal_maximum_cell_frequency,interpretation
2,27,10000,Spearman rho,Difference in Spearman rho,0.11355311355311355,0.4133089133089133,0.5439560439560439,0.10775335775335776,0.4938949938949939,0.7087912087912088,0.10775335775335776,d_CMUR_CFOOT,CMUR × consumption,0.7087912087912088,f_RMC_CFOOT,RMC × consumption,0.615995115995116,0.4938949938949939,0.7399267399267399,d_CMUR_CFOOT,CMUR × consumption,0.5543,f_RMC_CFOOT,RMC × consumption,0.9973,Joint residual-block bootstrap diagnostic; ranges are bootstrap diagnostic ranges and frequencies are bootstrap frequencies.
3,27,10000,Spearman rho,Difference in Spearman rho,0.1111111111111111,0.41086691086691085,0.5433455433455433,0.10683760683760683,0.49633699633699635,0.7094017094017094,0.10683760683760683,d_CMUR_CFOOT,CMUR × consumption,0.7094017094017094,f_RMC_CFOOT,RMC × consumption,0.6190476190476191,0.5006105006105006,0.7362637362637363,d_CMUR_CFOOT,CMUR × consumption,0.5314,f_RMC_CFOOT,RMC × consumption,0.9947,Joint residual-block bootstrap diagnostic; ranges are bootstrap diagnostic ranges and frequencies are bootstrap frequencies.
