geo,representation,n_years,k_parameters,df_resid,slope,conventional_se,conventional_interval_low,conventional_interval_high,conventional_excludes_zero,hc3_se,hc3_interval_low,hc3_interval_high,hc3_excludes_zero,hac_lag1_se,hac_lag1_interval_low,hac_lag1_interval_high,hac_lag1_excludes_zero,hac_lag2_se,hac_lag2_interval_low,hac_lag2_interval_high,hac_lag2_excludes_zero,in_any_point_slope_sign_disagreement,implementation
HR,CFOOT,14,2,12.0,-0.011419157556648518,0.005117033745983295,-0.02256821633223708,-0.0002700987810599579,True,0.007246954065283151,-0.027208914050096525,0.0043705989367994885,False,0.007238399135692594,-0.02719027445974772,0.004351959346450683,False,0.007415570661715119,-0.02757629805369732,0.004737982940400284,False,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
CY,CMUR,14,2,12.0,0.3621978021978022,0.07672124227239381,0.19503657522670284,0.5293590291689015,True,0.10404753537236776,0.13549769723323254,0.5888979071623718,True,0.09569939352919446,0.15368673578502035,0.570708868610584,True,0.0939244892158274,0.1575539200744162,0.5668416843211881,True,False,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
CY,DMC,14,2,12.0,0.00899470822666662,0.014456832946650839,-0.022504024873852113,0.04049344132718535,False,0.0193712751943203,-0.033211674693732984,0.051201091147066224,False,0.020056945092582202,-0.034705621064982636,0.052695037518315876,False,0.02086165297225552,-0.03645892891734918,0.05444834537068242,False,False,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
CY,RMC,14,2,12.0,0.009800759612685728,0.01472624860586306,-0.022284979782637847,0.0418864990080093,False,0.020425252060261252,-0.03470204162539848,0.054303560850769934,False,0.020807189196085624,-0.03553421115705897,0.05513573038243043,False,0.021570637338829145,-0.03719762176525418,0.056799140990625635,False,False,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
CY,TERR,14,2,12.0,0.00994584271191816,0.003163392762648829,0.0030534019753824327,0.016838283448453888,True,0.0038601674821271176,0.0015352602771953536,0.018356425146640966,True,0.003856643001218325,0.0015429394614173489,0.01834874596241897,True,0.0038014380233803925,0.0016632207753921307,0.018228464648444187,True,False,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
CY,CFOOT,14,2,12.0,0.013784432690238324,0.005956816275746882,0.0008056449646704593,0.02676322041580619,True,0.00856902200506369,-0.004885862392095243,0.03245472777257189,False,0.0081029902617013,-0.003870466450625082,0.03143933183110173,False,0.008023840049375007,-0.0036980129525376673,0.031266878333014315,False,False,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
CZ,CMUR,14,2,12.0,0.6156043956043956,0.04347372746929886,0.5208832804408307,0.7103255107679606,True,0.05104263542658795,0.5043920466769188,0.7268167445318724,True,0.03920845740706851,0.5301765055744136,0.7010322856343776,True,0.03426258128698866,0.5409526439187884,0.6902561472900028,True,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
CZ,DMC,14,2,12.0,0.0037621111515539762,0.0031089546799040507,-0.003011719191874941,0.010535941494982893,False,0.00445857039461771,-0.005952279226213568,0.01347650152932152,False,0.003473660728685517,-0.0038063454100172416,0.011330567713125194,False,0.002943355071982841,-0.002650908641548346,0.010175130944656299,False,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
CZ,RMC,14,2,12.0,-0.001964523688753189,0.004254460718142506,-0.011234197284757332,0.0073051499072509535,False,0.00576854739867108,-0.014533108769521255,0.010604061392014877,False,0.004717727313543199,-0.012243568486372619,0.00831452110886624,False,0.004005655230784198,-0.010692096696809442,0.006763049319303063,False,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
CZ,TERR,14,2,12.0,0.019545725336504824,0.002688535824114845,0.013687908989903444,0.025403541683106205,True,0.0037589524941134948,0.011355671416220714,0.027735779256788932,True,0.002843329993820924,0.013350641466990155,0.025740809206019493,True,0.0023925031002749865,0.014332908886607064,0.024758541786402584,True,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
CZ,CFOOT,14,2,12.0,0.012708189290675992,0.0029725295958539914,0.006231603670663774,0.01918477491068821,True,0.004044279172403942,0.003896461943086321,0.021519916638265663,True,0.0034054335618692298,0.005288386955495947,0.02012799162585604,True,0.002932617520136009,0.006318564613296764,0.01909781396805522,True,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
DK,CMUR,14,2,12.0,0.10725274725274708,0.045464767049543095,0.00819352950737072,0.20631196499812343,True,0.05390583060828622,-0.01019796807045531,0.22470346257594948,False,0.05124732378299416,-0.004405579291751074,0.21891107379724523,False,0.04530127216255177,0.008549754264732423,0.20595574024076174,True,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
DK,DMC,14,2,12.0,-0.0062193577141320955,0.0031346084562772158,-0.013049082834652278,0.0006103674063880878,False,0.005266315424063276,-0.017693673325155573,0.005254957896891382,False,0.0038165857322967787,-0.01453498367318521,0.0020962682449210193,False,0.003213535336862166,-0.01322104973467638,0.0007823343064121907,False,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
DK,RMC,14,2,12.0,-0.014468595974969911,0.0046831586290792425,-0.024672322079374552,-0.0042648698705652684,True,0.007657037880654276,-0.031151848346587414,0.002214656396647592,False,0.0056095445189805965,-0.026690743541514315,-0.002246448408425505,True,0.004684761851743834,-0.024675815201484978,-0.004261376748454842,True,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
DK,TERR,14,2,12.0,0.03879163332152258,0.0021793337036380106,0.03404327308790989,0.04353999355513527,True,0.0026940296593465584,0.03292184693623426,0.044661419706810895,True,0.002089044163808417,0.03423999709567535,0.043343269547369806,True,0.0015932692793106428,0.035320197774645894,0.04226306886839926,True,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
DK,CFOOT,14,2,12.0,0.01957718138190301,0.002670158277648233,0.013759406269320889,0.02539495649448513,True,0.003593467702514463,0.011747687848669676,0.02740667491513634,True,0.0027146787473855192,0.013662404498674478,0.025491958265131537,True,0.0020330646357870487,0.015147514069907456,0.02400684869389856,True,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
EE,CMUR,14,2,12.0,0.6035164835164837,0.2070298172924819,0.15243726147596187,1.0545957055570054,True,0.2409397030429768,0.07855396735023368,1.1284789996827338,True,0.2483461291486953,0.062416751129111936,1.1446162159038553,True,0.24290663816942432,0.07426838386160672,1.1327645831713606,True,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
EE,DMC,14,2,12.0,-0.0010253949316057498,0.005328027573681747,-0.012634169765964294,0.010583379902752795,False,0.006650097912125155,-0.015514713581087285,0.013463923717875786,False,0.005993952649561949,-0.0140850958648892,0.012034306001677701,False,0.006342589559227446,-0.01484471043656392,0.01279392057335242,False,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
EE,RMC,14,2,12.0,-0.0033610115355585113,0.005982158024536257,-0.01639501418851487,0.009672991117397849,False,0.007656179853485648,-0.020042394426572803,0.01332037135545578,False,0.007080236596897624,-0.018787521869958492,0.01206549879884147,False,0.007182659178424448,-0.019010681504636775,0.012288658433519752,False,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
EE,TERR,14,2,12.0,0.05253018147239834,0.009571442716888328,0.031675799282417094,0.07338456366237958,True,0.009951929649162984,0.03084678947285635,0.07421357347194033,True,0.008828559656991442,0.033294402424262876,0.0717659605205338,True,0.008753371724035383,0.0334582228572237,0.07160214008757299,True,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
EE,CFOOT,14,2,12.0,0.02347143808612219,0.007493005790150055,0.007145580937772421,0.03979729523447196,True,0.009102355305055394,0.003639109567277938,0.043303766604966445,True,0.007930594263635243,0.006192157557628395,0.04075071861461599,True,0.007923241762616285,0.006208177281178642,0.040734698891065735,True,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
FI,CMUR,14,2,12.0,-0.538021978021978,0.12038286411841455,-0.8003137068352664,-0.27573024920868977,True,0.12442937728121747,-0.8091303016297986,-0.26691365441415743,True,0.13277332623562516,-0.8273102046617505,-0.24873375138220555,True,0.1388726784943436,-0.8405995516157061,-0.23544440442825004,True,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
FI,DMC,14,2,12.0,0.006860744976206867,0.003729132910158318,-0.0012643376519803646,0.0149858276043941,False,0.003937232449796794,-0.0017177475987925194,0.015439237551206254,False,0.003532956579618652,-0.0008369061461235006,0.014558396098537235,False,0.0035720617902971425,-0.0009221090808566356,0.01464359903327037,False,True,statsmodels OLS with intercept and centered calendar year; conventional t interval; HC3; HAC/Newey-West lag 1/2 with use_correction=True and use_t=True
