sensitivity_rule,n_countries,included_countries,excluded_countries,composition_caveat,a_CMUR_TERR,b_DMC_TERR,c_RMC_TERR,d_CMUR_CFOOT,e_DMC_CFOOT,f_RMC_CFOOT,cell_metric,full_grid_range_metric,selected_endpoint_metric,full_grid_minimum,full_grid_minimum_cell_key,full_grid_minimum_cell_label,full_grid_maximum,full_grid_maximum_cell_key,full_grid_maximum_cell_label,full_grid_range,selected_endpoint_cell_difference,dmc_minus_cmur_territorial,dmc_minus_cmur_consumption,rmc_minus_dmc_territorial,rmc_minus_dmc_consumption,rmc_minus_cmur_territorial,rmc_minus_cmur_consumption,consumption_minus_territorial_cmur,consumption_minus_territorial_dmc,consumption_minus_territorial_rmc
Exclude exactly the frozen-registry mixed/changed cases,20,BG;HR;CZ;FI;FR;DE;EL;HU;IE;IT;LT;LU;MT;PL;PT;RO;SK;SI;ES;SE,AT;BE;CY;DK;EE;LV;NL,"Provenance regime and country composition are confounded; this is a provenance/composition sensitivity, not a production-method effect.",-0.021052631578947364,0.4676691729323308,0.7263157894736841,-0.02706766917293233,0.4992481203007519,0.801503759398496,Spearman rho,Difference in Spearman rho,Difference in Spearman rho,-0.02706766917293233,d_CMUR_CFOOT,CMUR × consumption,0.801503759398496,f_RMC_CFOOT,RMC × consumption,0.8285714285714284,0.8225563909774434,0.48872180451127817,0.5263157894736842,0.25864661654135335,0.30225563909774417,0.7473684210526315,0.8285714285714284,-0.006015037593984966,0.031578947368421095,0.07518796992481191
